           1   0.34183784E-03   0.18473783E-04   0.36169910E-03  -0.75882065E-01   0.10341044E-05   0.17580651E-05   0.17746332E-07  -0.12628833E-01   0.20612930E-01
           2   0.76832966E-04   0.41417103E-05   0.80540519E-04   0.23231421E-01   0.31037750E-06   0.20874469E-06   0.39462348E-08   0.91727784E-02   0.19048829E-01
           3   0.47711602E-04   0.25814019E-05   0.50122564E-04   0.90708151E-02   0.15999756E-06   0.21243080E-06   0.24614683E-08   0.14653511E-01   0.14241235E-01
           4   0.27669192E-04   0.15010553E-05   0.28988884E-04   0.97162991E-02   0.92356915E-07   0.12611840E-06   0.14320675E-08   0.79589608E-02   0.10969188E-01
           5   0.16262477E-04   0.88239824E-06   0.16858279E-04   0.15431070E-01   0.53154605E-07   0.76985506E-07   0.83592079E-09   0.29252490E-02   0.83580640E-02
           6   0.96931671E-05   0.52120209E-06   0.97827149E-05   0.23282826E-01   0.31579763E-07   0.46963049E-07   0.49079133E-09   0.11382953E-02   0.63987474E-02
           7   0.60597098E-05   0.31631741E-06   0.57751114E-05   0.32433565E-01   0.19735813E-07   0.29457607E-07   0.29428882E-09   0.48997379E-03   0.50372791E-02
           8   0.40981306E-05   0.20516506E-06   0.36238895E-05   0.36677775E-01   0.13230217E-07   0.19979838E-07   0.18808754E-09   0.27691775E-03   0.41319695E-02
           9   0.30472074E-05   0.14549470E-06   0.24850082E-05   0.38208259E-01   0.96427810E-08   0.15147453E-07   0.13354944E-09   0.18874636E-03   0.35516632E-02
          10   0.24783303E-05   0.11336980E-06   0.18820089E-05   0.38317637E-01   0.76817140E-08   0.12643724E-07   0.10534936E-09   0.14846598E-03   0.31883957E-02
          11   0.21602929E-05   0.95472325E-07   0.15510371E-05   0.38050461E-01   0.65759141E-08   0.11235012E-07   0.89997700E-10   0.12772186E-03   0.29649222E-02
          12   0.19774800E-05   0.85217951E-07   0.13636668E-05   0.37743294E-01   0.59329435E-08   0.10417164E-07   0.81289135E-10   0.11630181E-03   0.28277619E-02
          13   0.18696340E-05   0.79187683E-07   0.12544429E-05   0.37492341E-01   0.55504643E-08   0.99318068E-08   0.76225861E-10   0.10978766E-03   0.27432889E-02
          14   0.18047648E-05   0.75566331E-07   0.11892425E-05   0.37314829E-01   0.53187895E-08   0.96382883E-08   0.73219110E-10   0.10595873E-03   0.26910163E-02
          15   0.17651944E-05   0.73360895E-07   0.11496944E-05   0.37194637E-01   0.51770063E-08   0.94574969E-08   0.71380814E-10   0.10363225E-03   0.26585724E-02
          16   0.17408333E-05   0.72004951E-07   0.11254425E-05   0.37115578E-01   0.50895837E-08   0.93461168E-08   0.70261106E-10   0.10222392E-03   0.26383648E-02
          17   0.17257494E-05   0.71165171E-07   0.11104468E-05   0.37065502E-01   0.50352834E-08   0.92768143E-08   0.69566974E-10   0.10135076E-03   0.26257547E-02
          18   0.17163610E-05   0.70643514E-07   0.11011423E-05   0.37032822E-01   0.50015646E-08   0.92334428E-08   0.69132483E-10   0.10080663E-03   0.26178844E-02
          19   0.17105161E-05   0.70318271E-07   0.10953444E-05   0.37012740E-01   0.49804897E-08   0.92067146E-08   0.68868611E-10   0.10047635E-03   0.26129556E-02
          20   0.17068618E-05   0.70115148E-07   0.10917252E-05   0.36999883E-01   0.49673284E-08   0.91896391E-08   0.68696320E-10   0.10025981E-03   0.26098795E-02
          21   0.17045778E-05   0.69988444E-07   0.10894684E-05   0.36991584E-01   0.49591370E-08   0.91792339E-08   0.68594572E-10   0.10013377E-03   0.26079515E-02
          22   0.17031540E-05   0.69908901E-07   0.10880513E-05   0.36986925E-01   0.49539526E-08   0.91726373E-08   0.68528635E-10   0.10005012E-03   0.26067435E-02
          23   0.17022556E-05   0.69859407E-07   0.10871703E-05   0.36983314E-01   0.49507725E-08   0.91683871E-08   0.68485444E-10   0.99996826E-04   0.26059927E-02
          24   0.17017013E-05   0.69828288E-07   0.10866158E-05   0.36981648E-01   0.49487369E-08   0.91660129E-08   0.68463888E-10   0.99969854E-04   0.26055153E-02
          25   0.17013487E-05   0.69808786E-07   0.10862687E-05   0.36980298E-01   0.49474747E-08   0.91641751E-08   0.68443269E-10   0.99943394E-04   0.26052235E-02
          26   0.17011295E-05   0.69796764E-07   0.10860547E-05   0.36979367E-01   0.49467098E-08   0.91633231E-08   0.68436738E-10   0.99936372E-04   0.26050365E-02
          27   0.17009954E-05   0.69788955E-07   0.10859154E-05   0.36979232E-01   0.49461773E-08   0.91626447E-08   0.68429170E-10   0.99925689E-04   0.26049195E-02
          28   0.17009047E-05   0.69784351E-07   0.10858338E-05   0.36978489E-01   0.49459079E-08   0.91621632E-08   0.68423856E-10   0.99919935E-04   0.26048504E-02
          29   0.17008560E-05   0.69781278E-07   0.10857787E-05   0.36978670E-01   0.49456865E-08   0.91621008E-08   0.68424955E-10   0.99921050E-04   0.26048002E-02
          30   0.17008189E-05   0.69779387E-07   0.10857453E-05   0.36978367E-01   0.49455716E-08   0.91617212E-08   0.68418858E-10   0.99912966E-04   0.26047762E-02
          31   0.17007986E-05   0.69778339E-07   0.10857266E-05   0.36978224E-01   0.49455129E-08   0.91618107E-08   0.68421902E-10   0.99917798E-04   0.26047558E-02
          32   0.17007876E-05   0.69777424E-07   0.10857101E-05   0.36978473E-01   0.49454305E-08   0.91616633E-08   0.68419188E-10   0.99913163E-04   0.26047446E-02
          33   0.17007749E-05   0.69777146E-07   0.10857055E-05   0.36978019E-01   0.49454416E-08   0.91615822E-08   0.68418311E-10   0.99913106E-04   0.26047403E-02
          34   0.17007750E-05   0.69776741E-07   0.10856979E-05   0.36978410E-01   0.49453900E-08   0.91617162E-08   0.68421016E-10   0.99916001E-04   0.26047315E-02
          35   0.17007675E-05   0.69776577E-07   0.10856953E-05   0.36978142E-01   0.49453924E-08   0.91614817E-08   0.68416473E-10   0.99910091E-04   0.26047334E-02
          36   0.17007673E-05   0.69776556E-07   0.10856948E-05   0.36978152E-01   0.49453947E-08   0.91616795E-08   0.68420738E-10   0.99916291E-04   0.26047284E-02
          37   0.17007672E-05   0.69776317E-07   0.10856904E-05   0.36978375E-01   0.49453600E-08   0.91615487E-08   0.68417824E-10   0.99911434E-04   0.26047282E-02
          38   0.17007626E-05   0.69776461E-07   0.10856933E-05   0.36977977E-01   0.49453976E-08   0.91615456E-08   0.68418178E-10   0.99913028E-04   0.26047294E-02
          39   0.17007673E-05   0.69776289E-07   0.10856898E-05   0.36978406E-01   0.49453587E-08   0.91616673E-08   0.68420365E-10   0.99915062E-04   0.26047249E-02
          40   0.17007622E-05   0.69776324E-07   0.10856908E-05   0.36978084E-01   0.49453788E-08   0.91614591E-08   0.68416289E-10   0.99909979E-04   0.26047295E-02
          41   0.17007647E-05   0.69776371E-07   0.10856915E-05   0.36978185E-01   0.49453799E-08   0.91616780E-08   0.68420829E-10   0.99916335E-04   0.26047254E-02
          42   0.17007648E-05   0.69776216E-07   0.10856887E-05   0.36978336E-01   0.49453553E-08   0.91615187E-08   0.68417321E-10   0.99910806E-04   0.26047270E-02
          43   0.17007617E-05   0.69776400E-07   0.10856922E-05   0.36977983E-01   0.49453935E-08   0.91615625E-08   0.68418587E-10   0.99913609E-04   0.26047280E-02
          44   0.17007665E-05   0.69776232E-07   0.10856888E-05   0.36978418E-01   0.49453535E-08   0.91616476E-08   0.68419973E-10   0.99914456E-04   0.26047245E-02
          45   0.17007615E-05   0.69776317E-07   0.10856907E-05   0.36978046E-01   0.49453811E-08   0.91614615E-08   0.68416398E-10   0.99910240E-04   0.26047292E-02
          46   0.17007649E-05   0.69776337E-07   0.10856908E-05   0.36978229E-01   0.49453748E-08   0.91616854E-08   0.68420951E-10   0.99916395E-04   0.26047248E-02
          47   0.17007642E-05   0.69776214E-07   0.10856887E-05   0.36978297E-01   0.49453574E-08   0.91614989E-08   0.68416949E-10   0.99910368E-04   0.26047273E-02
          48   0.17007619E-05   0.69776396E-07   0.10856921E-05   0.36978001E-01   0.49453924E-08   0.91615849E-08   0.68419048E-10   0.99914233E-04   0.26047274E-02
          49   0.17007664E-05   0.69776215E-07   0.10856885E-05   0.36978425E-01   0.49453515E-08   0.91616282E-08   0.68419560E-10   0.99913834E-04   0.26047247E-02
          50   0.17007612E-05   0.69776333E-07   0.10856910E-05   0.36978016E-01   0.49453845E-08   0.91614700E-08   0.68416608E-10   0.99910629E-04   0.26047291E-02
          51   0.17007654E-05   0.69776317E-07   0.10856905E-05   0.36978272E-01   0.49453705E-08   0.91616897E-08   0.68421002E-10   0.99916354E-04   0.26047245E-02
          52   0.17007636E-05   0.69776225E-07   0.10856889E-05   0.36978255E-01   0.49453607E-08   0.91614826E-08   0.68416651E-10   0.99910046E-04   0.26047278E-02
          53   0.17007624E-05   0.69776394E-07   0.10856921E-05   0.36978027E-01   0.49453909E-08   0.91616073E-08   0.68419500E-10   0.99914822E-04   0.26047269E-02
          54   0.17007662E-05   0.69776206E-07   0.10856884E-05   0.36978423E-01   0.49453505E-08   0.91616070E-08   0.68419108E-10   0.99913179E-04   0.26047250E-02
          55   0.17007611E-05   0.69776350E-07   0.10856914E-05   0.36977993E-01   0.49453876E-08   0.91614828E-08   0.68416901E-10   0.99911119E-04   0.26047290E-02
          56   0.17007658E-05   0.69776298E-07   0.10856901E-05   0.36978313E-01   0.49453663E-08   0.91616897E-08   0.68420965E-10   0.99916190E-04   0.26047243E-02
          57   0.17007631E-05   0.69776240E-07   0.10856892E-05   0.36978211E-01   0.49453645E-08   0.91614699E-08   0.68416422E-10   0.99909830E-04   0.26047282E-02
          58   0.17007628E-05   0.69776388E-07   0.10856919E-05   0.36978060E-01   0.49453888E-08   0.91616284E-08   0.68419915E-10   0.99915339E-04   0.26047264E-02
          59   0.17007659E-05   0.69776200E-07   0.10856883E-05   0.36978413E-01   0.49453503E-08   0.91615846E-08   0.68418648E-10   0.99912536E-04   0.26047254E-02
          60   0.17007610E-05   0.69776365E-07   0.10856916E-05   0.36977977E-01   0.49453900E-08   0.91614990E-08   0.68417255E-10   0.99911678E-04   0.26047289E-02
          61   0.17007661E-05   0.69776279E-07   0.10856897E-05   0.36978349E-01   0.49453624E-08   0.91616852E-08   0.68420835E-10   0.99915903E-04   0.26047242E-02
          62   0.17007626E-05   0.69776257E-07   0.10856896E-05   0.36978167E-01   0.49453686E-08   0.91614611E-08   0.68416277E-10   0.99909739E-04   0.26047285E-02
          63   0.17007634E-05   0.69776380E-07   0.10856917E-05   0.36978098E-01   0.49453859E-08   0.91616475E-08   0.68420279E-10   0.99915769E-04   0.26047260E-02
          64   0.17007656E-05   0.69776197E-07   0.10856883E-05   0.36978394E-01   0.49453509E-08   0.91615617E-08   0.68418186E-10   0.99911910E-04   0.26047259E-02
          65   0.17007611E-05   0.69776378E-07   0.10856919E-05   0.36977970E-01   0.49453918E-08   0.91615180E-08   0.68417670E-10   0.99912304E-04   0.26047286E-02
          66   0.17007663E-05   0.69776260E-07   0.10856893E-05   0.36978379E-01   0.49453588E-08   0.91616764E-08   0.68420623E-10   0.99915511E-04   0.26047241E-02
          67   0.17007621E-05   0.69776275E-07   0.10856899E-05   0.36978123E-01   0.49453728E-08   0.91614567E-08   0.68416223E-10   0.99909776E-04   0.26047288E-02
          68   0.17007639E-05   0.69776368E-07   0.10856915E-05   0.36978140E-01   0.49453826E-08   0.91616636E-08   0.68420577E-10   0.99916090E-04   0.26047255E-02
          69   0.17007651E-05   0.69776199E-07   0.10856883E-05   0.36978368E-01   0.49453523E-08   0.91615392E-08   0.68417734E-10   0.99911322E-04   0.26047263E-02
          70   0.17007613E-05   0.69776387E-07   0.10856920E-05   0.36977972E-01   0.49453928E-08   0.91615391E-08   0.68418114E-10   0.99912947E-04   0.26047283E-02
          71   0.17007664E-05   0.69776243E-07   0.10856890E-05   0.36978402E-01   0.49453557E-08   0.91616637E-08   0.68420331E-10   0.99915022E-04   0.26047242E-02
          72   0.17007617E-05   0.69776295E-07   0.10856903E-05   0.36978083E-01   0.49453769E-08   0.91614567E-08   0.68416269E-10   0.99909954E-04   0.26047290E-02
