   0.12600000E+03   0.50705515E-04   0.20066940E-03   0.25604021E-04   0.27921695E-05  -0.14052234E-05  -0.17888608E+03  -0.56722332E-01
   0.12600000E+03   0.11079818E-04   0.11795766E-04   0.74574057E-05   0.51912218E-06   0.43021150E-06   0.53172880E+02  -0.56722332E-01
   0.12600000E+03   0.68622265E-05   0.95469722E-05   0.45224928E-05   0.37242836E-06   0.16797806E-06   0.97686561E+02  -0.56722332E-01
   0.12600000E+03   0.40903976E-05   0.53678749E-05   0.26352209E-05   0.21847532E-06   0.17993146E-06   0.52565973E+02  -0.56722332E-01
   0.12600000E+03   0.24124615E-05   0.32769439E-05   0.15426147E-05   0.13014011E-06   0.28576056E-06   0.19909694E+02  -0.56722332E-01
   0.12600000E+03   0.14527724E-05   0.19954368E-05   0.91250578E-06   0.78542812E-07   0.43116345E-06   0.79974524E+01  -0.56722332E-01
   0.12600000E+03   0.90899994E-06   0.12322288E-05   0.56171558E-06   0.49193420E-07   0.60062157E-06   0.35650213E+01  -0.56722332E-01
   0.12600000E+03   0.60896887E-06   0.80345703E-06   0.37265150E-06   0.33210055E-07   0.67921806E-06   0.20794881E+01  -0.56722332E-01
   0.12600000E+03   0.44624489E-06   0.56814481E-06   0.27151331E-06   0.24790234E-07   0.70756035E-06   0.14336441E+01  -0.56722332E-01
   0.12600000E+03   0.35873583E-06   0.44487628E-06   0.21672551E-06   0.20325438E-07   0.70958587E-06   0.11325086E+01  -0.56722332E-01
   0.12600000E+03   0.30945744E-06   0.37881759E-06   0.18601247E-06   0.17810926E-07   0.70463818E-06   0.97677795E+00  -0.56722332E-01
   0.12600000E+03   0.28080357E-06   0.34280996E-06   0.16829147E-06   0.16350108E-07   0.69894989E-06   0.89221493E+00  -0.56722332E-01
   0.12600000E+03   0.26376245E-06   0.32252691E-06   0.15780756E-06   0.15482271E-07   0.69430262E-06   0.84442914E+00  -0.56722332E-01
   0.12600000E+03   0.25344046E-06   0.31075361E-06   0.15148559E-06   0.14957078E-07   0.69101536E-06   0.81647110E+00  -0.56722332E-01
   0.12600000E+03   0.24711070E-06   0.30374353E-06   0.14762408E-06   0.14634503E-07   0.68878958E-06   0.79974240E+00  -0.56722332E-01
   0.12600000E+03   0.24320695E-06   0.29950416E-06   0.14524470E-06   0.14435701E-07   0.68732552E-06   0.78959836E+00  -0.56722332E-01
   0.12600000E+03   0.24078087E-06   0.29690955E-06   0.14376968E-06   0.14312098E-07   0.68639818E-06   0.78335059E+00  -0.56722332E-01
   0.12600000E+03   0.23927102E-06   0.29530178E-06   0.14285230E-06   0.14235007E-07   0.68579300E-06   0.77949585E+00  -0.56722332E-01
   0.12600000E+03   0.23833061E-06   0.29431115E-06   0.14228015E-06   0.14187204E-07   0.68542111E-06   0.77710147E+00  -0.56722332E-01
   0.12600000E+03   0.23774003E-06   0.29368876E-06   0.14192283E-06   0.14156967E-07   0.68518301E-06   0.77560123E+00  -0.56722332E-01
   0.12600000E+03   0.23737421E-06   0.29330280E-06   0.14169959E-06   0.14138371E-07   0.68502933E-06   0.77467780E+00  -0.56722332E-01
   0.12600000E+03   0.23714279E-06   0.29306337E-06   0.14155980E-06   0.14126590E-07   0.68494305E-06   0.77408795E+00  -0.56722332E-01
   0.12600000E+03   0.23699890E-06   0.29290864E-06   0.14147249E-06   0.14119160E-07   0.68487618E-06   0.77372751E+00  -0.56722332E-01
   0.12600000E+03   0.23690987E-06   0.29281851E-06   0.14141775E-06   0.14114750E-07   0.68484534E-06   0.77350075E+00  -0.56722332E-01
   0.12600000E+03   0.23685154E-06   0.29275610E-06   0.14138350E-06   0.14111650E-07   0.68482034E-06   0.77335267E+00  -0.56722332E-01
   0.12600000E+03   0.23681832E-06   0.29272038E-06   0.14136214E-06   0.14110033E-07   0.68480310E-06   0.77327146E+00  -0.56722332E-01
   0.12600000E+03   0.23679465E-06   0.29269847E-06   0.14134863E-06   0.14108822E-07   0.68480059E-06   0.77320775E+00  -0.56722332E-01
   0.12600000E+03   0.23678131E-06   0.29268068E-06   0.14134032E-06   0.14108071E-07   0.68478684E-06   0.77317781E+00  -0.56722332E-01
