   0.00000000E+00   0.00000000E+00         0
   0.63676186E+00   0.63676186E+00         0
   0.98196387E+00  -0.98196387E+00         0
   0.87754529E+00   0.87754529E+00         0
   0.37131719E+00  -0.37131719E+00         0
  -0.30492923E+00  -0.30492923E+00         0
  -0.84155498E+00   0.84155498E+00         0
  -0.99285041E+00  -0.99285041E+00         0
  -0.68954054E+00   0.68954054E+00         0
  -0.70504573E-01  -0.70504573E-01         0
   0.58081396E+00  -0.58081396E+00         0
   0.96619000E+00   0.96619000E+00         0
   0.90916798E+00  -0.90916798E+00         0
   0.43585708E+00   0.43585708E+00        -1
  -0.23702361E+00   0.23702361E+00        -1
  -0.80137617E+00  -0.80137617E+00        -1
  -0.99879546E+00   0.99879546E+00        -1
  -0.73888732E+00  -0.73888732E+00        -1
  -0.14065824E+00   0.14065824E+00        -2
   0.52197529E+00   0.52197529E+00        -2
   0.94560733E+00  -0.94560733E+00        -2
   0.93626567E+00   0.93626567E+00        -2
   0.49822767E+00  -0.49822767E+00        -3
  -0.16793829E+00  -0.16793829E+00        -3
  -0.75720885E+00   0.75720885E+00        -3
  -0.99976941E+00  -0.99976941E+00        -4
  -0.78455660E+00   0.78455660E+00        -4
  -0.21011184E+00  -0.21011184E+00        -4
   0.46053871E+00  -0.46053871E+00        -5
   0.92031828E+00   0.92031828E+00        -5
   0.95870347E+00  -0.95870347E+00        -5
   0.55811853E+00   0.55811853E+00        -6
  -0.98017140E-01   0.98017140E-01        -6
  -0.70927283E+00  -0.70927283E+00        -7
  -0.99576741E+00   0.99576741E+00        -7
  -0.82632106E+00  -0.82632106E+00        -8
  -0.27851969E+00   0.27851969E+00        -8
   0.39680999E+00   0.39680999E+00        -8
   0.89044872E+00  -0.89044872E+00        -9
   0.97636973E+00   0.97636973E+00        -9
   0.61523159E+00  -0.61523159E+00       -10
