           1   0.50774866E-04   0.20065109E-03   0.25606094E-04   0.27937774E-05  -0.13654839E-05   0.28119131E-03  -0.20592796E+03
           2   0.11082205E-04   0.11760587E-04   0.74548570E-05   0.51849988E-06   0.39122327E-06   0.30424926E-04   0.77768701E+02
           3   0.68589012E-05   0.95430162E-05   0.45236688E-05   0.37205865E-06   0.20866897E-06   0.21088976E-04   0.10106427E+03
           4   0.40942319E-05   0.53741758E-05   0.26388372E-05   0.21896989E-06   0.19274436E-06   0.12133470E-04   0.62951106E+02
           5   0.24142013E-05   0.32756909E-05   0.15441749E-05   0.13020341E-06   0.26666814E-06   0.70976024E-05   0.26615862E+02
           6   0.14542294E-05   0.19934760E-05   0.91371577E-06   0.78621964E-07   0.43841060E-06   0.40016326E-05   0.91275909E+01
           7   0.91032986E-06   0.12380445E-05   0.56235453E-06   0.49227964E-07   0.59472754E-06   0.21652293E-05   0.36407081E+01
           8   0.60844002E-06   0.80146369E-06   0.37276233E-06   0.33201016E-07   0.68060209E-06   0.11352650E-05   0.16680304E+01
           9   0.44684580E-06   0.56850843E-06   0.27179750E-06   0.24836229E-07   0.70748962E-06   0.60449834E-06   0.85442716E+00
          10   0.35903748E-06   0.44504171E-06   0.21689339E-06   0.20339640E-07   0.70968262E-06   0.33162960E-06   0.46729283E+00
          11   0.30961814E-06   0.37902957E-06   0.18611978E-06   0.17818181E-07   0.70468431E-06   0.18790136E-06   0.26664615E+00
          12   0.28091063E-06   0.34294119E-06   0.16835582E-06   0.16355647E-07   0.69895465E-06   0.10960864E-06   0.15681796E+00
          13   0.26382399E-06   0.32260130E-06   0.15784496E-06   0.15485618E-07   0.69433075E-06   0.65425112E-07   0.94227588E-01
          14   0.25347626E-06   0.31079261E-06   0.15150857E-06   0.14958760E-07   0.69102604E-06   0.39710154E-07   0.57465496E-01
          15   0.24713561E-06   0.30377014E-06   0.14763827E-06   0.14635847E-07   0.68879558E-06   0.24384288E-07   0.35401342E-01
          16   0.24322013E-06   0.29952019E-06   0.14525332E-06   0.14436367E-07   0.68733564E-06   0.15094371E-07   0.21960698E-01
          17   0.24079008E-06   0.29691711E-06   0.14377517E-06   0.14312520E-07   0.68639666E-06   0.93982156E-08   0.13692106E-01
