           1   0.50705515E-04   0.20066940E-03   0.25604021E-04   0.27921695E-05  -0.14052234E-05   0.28117633E-03  -0.20009368E+03
           2   0.11079818E-04   0.11795766E-04   0.74574057E-05   0.51912218E-06   0.43021150E-06   0.30421901E-04   0.70713825E+02
           3   0.68622265E-05   0.95469722E-05   0.45224928E-05   0.37242836E-06   0.16797806E-06   0.21136142E-04   0.12582680E+03
           4   0.40903976E-05   0.53678749E-05   0.26352209E-05   0.21847532E-06   0.17993146E-06   0.12132037E-04   0.67425880E+02
           5   0.24124615E-05   0.32769439E-05   0.15426147E-05   0.13014011E-06   0.28576056E-06   0.70763996E-05   0.24763388E+02
           6   0.14527724E-05   0.19954368E-05   0.91250578E-06   0.78542812E-07   0.43116345E-06   0.40080943E-05   0.92959974E+01
           7   0.90899994E-06   0.12322288E-05   0.56171558E-06   0.49193420E-07   0.60062157E-06   0.21515161E-05   0.35821493E+01
           8   0.60896887E-06   0.80345703E-06   0.37265150E-06   0.33210055E-07   0.67921806E-06   0.11390694E-05   0.16770305E+01
           9   0.44624489E-06   0.56814481E-06   0.27151331E-06   0.24790234E-07   0.70756035E-06   0.60313289E-06   0.85241195E+00
          10   0.35873583E-06   0.44487628E-06   0.21672551E-06   0.20325438E-07   0.70958587E-06   0.33107719E-06   0.46657805E+00
          11   0.30945744E-06   0.37881759E-06   0.18601247E-06   0.17810926E-07   0.70463818E-06   0.18746025E-06   0.26603760E+00
          12   0.28080357E-06   0.34280996E-06   0.16829147E-06   0.16350108E-07   0.69894989E-06   0.10930522E-06   0.15638491E+00
          13   0.26376245E-06   0.32252691E-06   0.15780756E-06   0.15482271E-07   0.69430262E-06   0.65276575E-07   0.94017469E-01
          14   0.25344046E-06   0.31075361E-06   0.15148559E-06   0.14957078E-07   0.69101536E-06   0.39621376E-07   0.57337909E-01
          15   0.24711070E-06   0.30374353E-06   0.14762408E-06   0.14634503E-07   0.68878958E-06   0.24323241E-07   0.35313022E-01
          16   0.24320695E-06   0.29950416E-06   0.14524470E-06   0.14435701E-07   0.68732552E-06   0.15065983E-07   0.21919721E-01
          17   0.24078087E-06   0.29690955E-06   0.14376968E-06   0.14312098E-07   0.68639818E-06   0.93740205E-08   0.13656826E-01
          18   0.23927102E-06   0.29530178E-06   0.14285230E-06   0.14235007E-07   0.68579300E-06   0.58671068E-08   0.85552153E-02
          19   0.23833061E-06   0.29431115E-06   0.14228015E-06   0.14187204E-07   0.68542111E-06   0.36879981E-08   0.53806309E-02
          20   0.23774003E-06   0.29368876E-06   0.14192283E-06   0.14156967E-07   0.68518301E-06   0.23255752E-08   0.33940935E-02
          21   0.23737421E-06   0.29330280E-06   0.14169959E-06   0.14138371E-07   0.68502933E-06   0.14856401E-08   0.21687248E-02
          22   0.23714279E-06   0.29306337E-06   0.14155980E-06   0.14126590E-07   0.68494305E-06   0.94950066E-09   0.13862476E-02
          23   0.23699890E-06   0.29290864E-06   0.14147249E-06   0.14119160E-07   0.68487618E-06   0.62301273E-09   0.90967207E-03
          24   0.23690987E-06   0.29281851E-06   0.14141775E-06   0.14114750E-07   0.68484534E-06   0.41554577E-09   0.60677316E-03
          25   0.23685154E-06   0.29275610E-06   0.14138350E-06   0.14111650E-07   0.68482034E-06   0.28245033E-09   0.41244442E-03
          26   0.23681832E-06   0.29272038E-06   0.14136214E-06   0.14110033E-07   0.68480310E-06   0.20776646E-09   0.30339592E-03
          27   0.23679465E-06   0.29269847E-06   0.14134863E-06   0.14108822E-07   0.68480059E-06   0.14998862E-09   0.21902525E-03
          28   0.23678131E-06   0.29268068E-06   0.14134032E-06   0.14108071E-07   0.68478684E-06   0.12354119E-09   0.18040824E-03
          29   0.23677337E-06   0.29267586E-06   0.14133501E-06   0.14107787E-07   0.68479019E-06   0.10184395E-09   0.14872285E-03
          30   0.23676624E-06   0.29266641E-06   0.14133172E-06   0.14107293E-07   0.68478457E-06   0.87095004E-10   0.12718599E-03
          31   0.23676495E-06   0.29266488E-06   0.14132971E-06   0.14107324E-07   0.68478193E-06   0.84934500E-10   0.12403146E-03
          32   0.23676103E-06   0.29266307E-06   0.14132833E-06   0.14107094E-07   0.68478653E-06   0.72988901E-10   0.10658636E-03
          33   0.23676058E-06   0.29265896E-06   0.14132762E-06   0.14107024E-07   0.68477814E-06   0.76050817E-10   0.11105906E-03
          34   0.23676008E-06   0.29266218E-06   0.14132704E-06   0.14107106E-07   0.68478538E-06   0.71033263E-10   0.10373070E-03
          35   0.23675813E-06   0.29265754E-06   0.14132675E-06   0.14106874E-07   0.68478041E-06   0.68882842E-10   0.10059114E-03
          36   0.23675985E-06   0.29265992E-06   0.14132658E-06   0.14107074E-07   0.68478060E-06   0.72822685E-10   0.10634455E-03
          37   0.23675767E-06   0.29265928E-06   0.14132638E-06   0.14106909E-07   0.68478473E-06   0.65508649E-10   0.95663128E-04
          38   0.23675878E-06   0.29265713E-06   0.14132640E-06   0.14106943E-07   0.68477735E-06   0.71906927E-10   0.10500775E-03
          39   0.23675861E-06   0.29266082E-06   0.14132627E-06   0.14107026E-07   0.68478529E-06   0.67439931E-10   0.98483324E-04
          40   0.23675746E-06   0.29265651E-06   0.14132628E-06   0.14106838E-07   0.68477934E-06   0.67754747E-10   0.98943913E-04
          41   0.23675935E-06   0.29265978E-06   0.14132627E-06   0.14107058E-07   0.68478121E-06   0.71250616E-10   0.10404873E-03
          42   0.23675724E-06   0.29265852E-06   0.14132620E-06   0.14106874E-07   0.68478400E-06   0.64842447E-10   0.94690365E-04
          43   0.23675878E-06   0.29265727E-06   0.14132628E-06   0.14106956E-07   0.68477746E-06   0.71826799E-10   0.10489072E-03
          44   0.23675828E-06   0.29266057E-06   0.14132619E-06   0.14107001E-07   0.68478552E-06   0.66511419E-10   0.97127373E-04
          45   0.23675755E-06   0.29265630E-06   0.14132624E-06   0.14106843E-07   0.68477864E-06   0.68296996E-10   0.99735875E-04
          46   0.23675925E-06   0.29266007E-06   0.14132624E-06   0.14107060E-07   0.68478202E-06   0.70600210E-10   0.10309881E-03
          47   0.23675714E-06   0.29265806E-06   0.14132619E-06   0.14106856E-07   0.68478328E-06   0.64957715E-10   0.94858792E-04
          48   0.23675894E-06   0.29265763E-06   0.14132627E-06   0.14106977E-07   0.68477780E-06   0.72020057E-10   0.10517289E-03
          49   0.23675805E-06   0.29266035E-06   0.14132618E-06   0.14106980E-07   0.68478565E-06   0.65908550E-10   0.96246980E-04
          50   0.23675772E-06   0.29265625E-06   0.14132625E-06   0.14106855E-07   0.68477807E-06   0.69002117E-10   0.10076566E-03
          51   0.23675915E-06   0.29266034E-06   0.14132622E-06   0.14107060E-07   0.68478282E-06   0.69965448E-10   0.10217174E-03
          52   0.23675710E-06   0.29265764E-06   0.14132619E-06   0.14106843E-07   0.68478251E-06   0.65267348E-10   0.95311062E-04
          53   0.23675908E-06   0.29265805E-06   0.14132627E-06   0.14106998E-07   0.68477828E-06   0.72114434E-10   0.10531063E-03
          54   0.23675784E-06   0.29266007E-06   0.14132617E-06   0.14106958E-07   0.68478562E-06   0.65425972E-10   0.95542269E-04
          55   0.23675792E-06   0.29265630E-06   0.14132625E-06   0.14106870E-07   0.68477764E-06   0.69700141E-10   0.10178507E-03
          56   0.23675903E-06   0.29266055E-06   0.14132621E-06   0.14107056E-07   0.68478357E-06   0.69281065E-10   0.10117221E-03
          57   0.23675711E-06   0.29265725E-06   0.14132620E-06   0.14106834E-07   0.68478169E-06   0.65703454E-10   0.95948029E-04
          58   0.23675919E-06   0.29265848E-06   0.14132626E-06   0.14107017E-07   0.68477889E-06   0.72071220E-10   0.10524743E-03
          59   0.23675765E-06   0.29265973E-06   0.14132617E-06   0.14106935E-07   0.68478543E-06   0.65060169E-10   0.95008110E-04
          60   0.23675814E-06   0.29265642E-06   0.14132626E-06   0.14106889E-07   0.68477736E-06   0.70350618E-10   0.10273502E-03
          61   0.23675887E-06   0.29266068E-06   0.14132620E-06   0.14107048E-07   0.68478423E-06   0.68564615E-10   0.10012587E-03
          62   0.23675716E-06   0.29265691E-06   0.14132621E-06   0.14106830E-07   0.68478087E-06   0.66243963E-10   0.96737462E-04
          63   0.23675927E-06   0.29265892E-06   0.14132626E-06   0.14107033E-07   0.68477959E-06   0.71888694E-10   0.10498078E-03
