   0.00000000E+00   0.00000000E+00   0.00000000E+00
   5.85937500E-03   6.28636224E-07   6.14974420E-06
   1.17187500E-02   1.24846934E-06   1.22516286E-05
   1.75781250E-02   1.85081856E-06   1.82581001E-05
   2.34375000E-02   2.42724610E-06   2.41222180E-05
   2.92968750E-02   2.96967442E-06   2.97979575E-05
   3.51562500E-02   3.47049860E-06   3.52405105E-05
   4.10156250E-02   3.92269213E-06   4.04065823E-05
   4.68750000E-02   4.31990471E-06   4.52546834E-05
   5.27343750E-02   4.65655081E-06   4.97454156E-05
   5.85937500E-02   4.92788754E-06   5.38417518E-05
   6.44531250E-02   5.13008100E-06   5.75093086E-05
   7.03125000E-02   5.26026003E-06   6.07166119E-05
   7.61718750E-02   5.31655666E-06   6.34353551E-05
   8.20312500E-02   5.29813270E-06   6.56406505E-05
   8.78906250E-02   5.20519208E-06   6.73112752E-05
   9.37500000E-02   5.03897879E-06   6.84299145E-05
   9.96093750E-02   4.80176045E-06   6.89834062E-05
   1.05468750E-01   4.49679763E-06   6.89629933E-05
   1.11328125E-01   4.12829948E-06   6.83645972E-05
   1.17187500E-01   3.70136631E-06   6.71891287E-05
   1.23046875E-01   3.22191979E-06   6.54428693E-05
   1.28906250E-01   2.69662227E-06   6.31379739E-05
   1.34765625E-01   2.13278682E-06   6.02931837E-05
   1.40625000E-01   1.53828297E-06   5.69349069E-05
   1.46484375E-01   9.21461373E-07   5.30989569E-05
   1.52343750E-01   2.91507945E-07   4.88334931E-05
   1.58203125E-01   3.46393727E-07   4.42042512E-05
   1.64062500E-01   9.77551761E-07   3.93042856E-05
   1.69921875E-01   1.59642384E-06   3.42728881E-05
   1.75781250E-01   2.19388859E-06   2.93331616E-05
   1.81640625E-01   2.76148695E-06   2.48635169E-05
   1.87500000E-01   3.29120050E-06   2.15001648E-05
   1.93359375E-01   3.77553519E-06   2.01201161E-05
   1.99218750E-01   4.20762056E-06   2.13408435E-05
   2.05078125E-01   4.58130462E-06   2.49110786E-05
   2.10937500E-01   4.89124003E-06   3.00537757E-05
   2.16796875E-01   5.13295970E-06   3.60933939E-05
   2.22656250E-01   5.30294045E-06   4.25967195E-05
   2.28515625E-01   5.39865378E-06   4.92943552E-05
   2.34375000E-01   5.41860306E-06   5.60060371E-05
   2.40234375E-01   5.36234650E-06   6.25988301E-05
   2.46093750E-01   5.23050552E-06   6.89659382E-05
   2.51953125E-01   5.02475855E-06   7.50160228E-05
   2.57812500E-01   4.74782019E-06   8.06677533E-05
   2.63671875E-01   4.40340598E-06   8.58470400E-05
   2.69531250E-01   3.99618357E-06   9.04857078E-05
   2.75390625E-01   3.53171088E-06   9.45209961E-05
   2.81250000E-01   3.01636275E-06   9.78955702E-05
   2.87109375E-01   2.45724892E-06   1.00557895E-04
   2.92968750E-01   1.86213065E-06   1.02462911E-04
   2.98828125E-01   1.23937068E-06   1.03573011E-04
   3.04687500E-01   5.98239831E-07   1.03859388E-04
   3.10546875E-01   7.65739345E-08   1.03303871E-04
   3.16406250E-01   7.11984915E-07   1.01901482E-04
   3.22265625E-01   1.35663087E-06   9.96640670E-05
   3.28125000E-01   1.98471833E-06   9.66255893E-05
   3.33984375E-01   2.58695690E-06   9.28500271E-05
   3.39843750E-01   3.15472746E-06   8.84433098E-05
   3.45703125E-01   3.67992660E-06   8.35713807E-05
   3.51562500E-01   4.15503797E-06   7.84868127E-05
   3.57421875E-01   4.57322753E-06   7.35648546E-05
   3.63281250E-01   4.92843701E-06   6.93418528E-05
   3.69140625E-01   5.21546919E-06   6.65271535E-05
   3.75000000E-01   5.43006239E-06   6.59277353E-05
   3.80859375E-01   5.56895257E-06   6.82393096E-05
   3.86718750E-01   5.62992207E-06   7.37960023E-05
   3.92578125E-01   5.61183408E-06   8.24939830E-05
   3.98437500E-01   5.51465236E-06   9.39447980E-05
   4.04296875E-01   5.33944583E-06   1.07683273E-04
   4.10156250E-01   5.08837797E-06   1.23289276E-04
   4.16015625E-01   4.76468123E-06   1.40421832E-04
   4.21875000E-01   4.37261671E-06   1.58811695E-04
   4.27734375E-01   3.91742010E-06   1.78243451E-04
   4.33593750E-01   3.40523522E-06   1.98539153E-04
   4.39453125E-01   2.84303809E-06   2.19546152E-04
   4.45312500E-01   2.23855956E-06   2.41128757E-04
   4.51171875E-01   1.60023802E-06   2.63162709E-04
   4.57031250E-01   9.37409285E-07   2.85531602E-04
   4.62890625E-01   2.65211843E-07   3.08124609E-04
   4.68750000E-01   4.39100055E-07   3.30835074E-04
   4.74609375E-01   1.11881504E-06   3.53559693E-04
   4.80468750E-01   1.78894618E-06   3.76198076E-04
   4.86328125E-01   2.43751077E-06   3.98652588E-04
   4.92187500E-01   3.05495516E-06   4.20828354E-04
   4.98046875E-01   3.63236559E-06   4.42633398E-04
   5.03906250E-01   4.16140776E-06   4.63978852E-04
   5.09765625E-01   4.63440508E-06   4.84779223E-04
   5.15625000E-01   5.04443617E-06   5.04952681E-04
   5.21484375E-01   5.38543006E-06   5.24421372E-04
   5.27343750E-01   5.65225276E-06   5.43111717E-04
   5.33203125E-01   5.84078228E-06   5.60954724E-04
   5.39062500E-01   5.94797064E-06   5.77886266E-04
   5.44921875E-01   5.97189141E-06   5.93847355E-04
   5.50781250E-01   5.91177226E-06   6.08784388E-04
   5.56640625E-01   5.76801173E-06   6.22649363E-04
   5.62500000E-01   5.54218004E-06   6.35400074E-04
   5.68359375E-01   5.23700392E-06   6.47000277E-04
   5.74218750E-01   4.85633557E-06   6.57419816E-04
   5.80078125E-01   4.40510659E-06   6.66634734E-04
   5.85937500E-01   3.88926808E-06   6.74627340E-04
   5.91796875E-01   3.31571953E-06   6.81386258E-04
   5.97656250E-01   2.69223361E-06   6.86906443E-04
   6.03515625E-01   2.02740050E-06   6.91189166E-04
   6.09375000E-01   1.33071471E-06   6.94241984E-04
   6.15234375E-01   6.14083291E-07   6.96078679E-04
   6.21093750E-01   1.60027227E-07   6.96719175E-04
   6.26953125E-01   8.69146420E-07   6.96189441E-04
   6.32812500E-01   1.59544020E-06   6.94521370E-04
   6.38671875E-01   2.30539177E-06   6.91752648E-04
   6.44531250E-01   2.98778510E-06   6.87926602E-04
   6.50390625E-01   3.63259926E-06   6.83092044E-04
   6.56250000E-01   4.23044468E-06   6.77303092E-04
   6.62109375E-01   4.77257993E-06   6.70618988E-04
   6.67968750E-01   5.25100570E-06   6.63103904E-04
   6.73828125E-01   5.65856992E-06   6.54826728E-04
   6.79687500E-01   5.98906811E-06   6.45860844E-04
   6.85546875E-01   6.23733387E-06   6.36283886E-04
   6.91406250E-01   6.39931668E-06   6.26177476E-04
   6.97265625E-01   6.47214515E-06   6.15626921E-04
   7.03125000E-01   6.45417487E-06   6.04720885E-04
   7.08984375E-01   6.34501965E-06   5.93550996E-04
   7.14843750E-01   6.14556584E-06   5.82211401E-04
